planet_name,orbital_period,planet_radius,transit_depth,transit_duration,eq_temperature,insolation_flux,stellar_temp,stellar_radius,stellar_gravity,disposition,source
,1.08469871,1.11,124.0,4.077,1757.0,2247.25,5942.0,0.938,4.506,0.0,Kepler
,6.60180003,1.25,213.4,2.624,875.0,138.25,5591.0,0.86,4.559,1.0,Kepler
,3.19938075,0.62,76.1,1.761,1026.0,262.08,5483.0,0.702,4.632,1.0,Kepler
,3.04185157,0.71,69.0,1.434,1184.0,465.54,5802.0,0.857,4.537,1.0,Kepler
,5.660274452,11.02,414.1,0.9077,950.0,192.77,5615.0,0.842,4.478,0.0,Kepler
,1.23512429,0.38,15.2,4.22,1642.0,1722.78,5798.0,0.941,4.507,0.0,Kepler
,1.381257093,1.1,92.3,1.125,1728.0,2110.47,5861.0,1.131,4.385,0.0,Kepler
,1.89873195,0.93,78.0,1.382,1524.0,1279.95,5942.0,1.05,4.439,1.0,Kepler
,11.39110963,1.9,593.4,2.749,632.0,37.65,4999.0,0.76,4.587,1.0,Kepler
Kepler-1443 b,2.41810158,0.85,46.8,2.144,1602.0,1555.96,6258.0,1.239,4.307,2.0,Kepler
,7.13044117,1.18,31.9,2.566,1400.0,908.79,6312.0,2.074,3.964,1.0,Kepler
Kepler-1444 b,33.4203001,2.46,436.6,5.307,581.0,27.02,5731.0,1.066,4.372,2.0,Kepler
,58.3437362,93.55,1266.8,22.482,779.0,87.03,5896.0,3.006,3.65,0.0,Kepler
,1.070982122,0.98,43.4,1.255,2122.0,4811.39,5717.0,1.433,4.109,0.0,Kepler
,18.0939004,1.91,467.3,3.294,665.0,46.21,5904.0,0.867,4.543,1.0,Kepler
,34.9524256,21.74,677.0,1.717,429.0,8.02,4921.0,0.779,4.591,1.0,Kepler
,23.81578356,8.4,4856.7,3.7591,560.0,23.2,5561.0,0.818,4.572,0.0,Kepler
Kepler-1466 b,31.1748311,1.31,200.2,3.79,585.0,27.62,6086.0,0.921,4.511,2.0,Kepler
,0.474811162,1.28,205.2,1.169,2206.0,5603.32,5799.0,0.878,4.539,0.0,Kepler
Kepler-1467 b,47.0568476,2.84,1531.2,5.2232,411.0,6.72,5288.0,0.74,4.613,2.0,Kepler
,367.73299,2.1,503.9,10.158,266.0,1.19,6225.0,0.931,4.481,0.0,Kepler
,15.1516409,1.38,191.5,5.105,736.0,69.25,5780.0,1.0,4.438,1.0,Kepler
,7.4213444,1.73,315.9,2.361,953.0,195.23,6032.0,0.973,4.485,1.0,Kepler
,0.743495989,11.82,172.8,2.255,1617.0,1612.65,5345.0,0.686,4.639,0.0,Kepler
,1.405887031,0.95,216.0,1.184,1086.0,329.99,4440.0,0.653,4.618,0.0,Kepler
,17.7412303,1.14,144.7,4.816,684.0,51.69,5817.0,0.956,4.491,1.0,Kepler
,2.63527677,0.76,70.4,1.997,1136.0,394.32,5215.0,0.864,4.496,1.0,Kepler
,1.45728997,0.93,71.3,3.582,1665.0,1818.19,6063.0,1.012,4.476,0.0,Kepler
,147.388124,3.03,909.2,8.781,356.0,3.78,6046.0,1.007,4.478,1.0,Kepler
,4.11497357,1.17,154.1,3.025,1137.0,395.27,6011.0,0.927,4.507,1.0,Kepler
,1.245331397,1.61,38.1,2.566,2678.0,12115.45,6106.0,2.477,3.781,0.0,Kepler
,1.52593737,1.39,159.1,1.958,1697.0,1963.41,6184.0,1.038,4.448,0.0,Kepler
,8.21429932,1.66,70.7,3.099,1312.0,701.11,6277.0,1.869,3.951,0.0,Kepler
,1.54945486,1.34,21.8,6.698,3006.0,19304.93,7382.0,2.804,3.838,0.0,Kepler
,8.42943991,1.19,89.1,2.441,1029.0,265.39,6353.0,1.132,4.375,0.0,Kepler
Kepler-1445 b,10.60052083,1.09,60.9,4.509,987.0,224.28,6035.0,1.303,4.212,2.0,Kepler
,0.9570701,,,2.75,,,,,,0.0,Kepler
Kepler-1469 b,21.8634638,2.37,871.0,3.542,551.0,21.77,5383.0,0.789,4.587,2.0,Kepler
,86.4392931,35.31,1175.1,6.534,442.0,8.99,6208.0,1.024,4.454,0.0,Kepler
Kepler-296 f,63.3354719,1.18,983.0,3.651,202.0,0.39,3526.0,0.383,4.866,2.0,Kepler
,14.77820911,44.48,10774.0,5.395,809.0,101.07,6258.0,1.046,4.442,0.0,Kepler
,15.60862948,39.42,34356.0,6.6957,648.0,41.71,5569.0,0.829,4.566,0.0,Kepler
,389.14115,1.67,347.4,7.93,250.0,0.92,6043.0,0.894,4.505,0.0,Kepler
,365.78863,2.21,885.0,12.76,215.0,0.5,5407.0,0.752,4.585,0.0,Kepler
,2.4826619,0.8,37.0,2.115,1619.0,1627.36,6356.0,1.225,4.292,0.0,Kepler
,2.17811908,0.8,74.0,1.468,1412.0,938.51,6039.0,0.921,4.505,0.0,Kepler
,1.11205787,1.02,118.7,1.459,1799.0,2484.64,6098.0,0.932,4.488,0.0,Kepler
,224.447413,2.05,651.0,4.986,260.0,1.08,5489.0,0.798,4.574,0.0,Kepler
,7.5019743,1.19,248.0,2.582,709.0,59.73,4807.0,0.758,4.546,1.0,Kepler
,21.8660922,1.88,301.6,2.03,730.0,67.15,6309.0,1.077,4.402,0.0,Kepler
,5.09506,2.14,23.6,5.73,2247.0,6030.14,6700.0,4.146,3.48,0.0,Kepler
,29.1206519,1.6,415.5,2.89,528.0,18.43,5671.0,0.788,4.582,1.0,Kepler
Kepler-1446 b,0.689967868,0.78,122.9,1.1688,1539.0,1336.82,4872.0,0.726,4.615,2.0,Kepler
,1.89132292,0.9,16.0,5.607,2799.0,14532.55,8482.0,2.106,4.089,0.0,Kepler
,6.91261536,0.64,34.4,2.359,981.0,218.66,5761.0,1.044,4.383,1.0,Kepler
,25.8616058,1.12,123.0,7.78,613.0,33.37,6067.0,0.884,4.524,1.0,Kepler
,0.918420801,1.14,56.7,3.533,2374.0,7502.5,6210.0,1.434,4.166,0.0,Kepler
,0.573709256,7.05,131.2,1.4932,4415.0,90258.45,5261.0,5.769,3.13,0.0,Kepler
Kepler-1915 b,13.8353959,3.78,818.0,4.961,809.0,101.05,6020.0,1.057,4.403,2.0,Kepler
,18.9060921,0.87,375.6,4.125,336.0,3.03,3751.0,0.45,4.813,1.0,Kepler
,25.6970688,3.83,835.0,3.739,658.0,44.24,6020.0,1.057,4.403,1.0,Kepler
,46.9434911,1.57,100.7,1.368,669.0,47.27,6253.0,1.55,4.102,0.0,Kepler
Kepler-1468 d,19.5906103,2.64,297.0,6.745,819.0,106.48,5794.0,1.496,4.118,2.0,Kepler
Kepler-1468 b,8.23983041,2.35,251.0,5.619,1093.0,338.17,5794.0,1.496,4.118,2.0,Kepler
,6.07855,1.14,102.7,3.408,1115.0,365.15,6119.0,1.114,4.346,1.0,Kepler
,427.65334,1.97,157.1,11.17,284.0,1.53,5325.0,1.565,4.004,0.0,Kepler
,412.041857,3.77,1959.0,5.572,217.0,0.52,5485.0,0.867,4.556,0.0,Kepler
,2.131660527,0.56,32.2,1.8585,1438.0,1010.45,5849.0,0.997,4.426,1.0,Kepler
,5.75902182,0.91,70.8,2.687,1112.0,362.12,6247.0,1.066,4.433,1.0,Kepler
,0.903763067,1.08,267.5,0.562,1254.0,585.15,4430.0,0.651,4.616,1.0,Kepler
,0.9628348,0.81,92.8,2.259,1648.0,1734.83,5559.0,0.838,4.554,0.0,Kepler
,5.66494448,0.78,46.0,4.173,1134.0,390.59,5888.0,1.13,4.269,1.0,Kepler
,1.57017249,0.82,158.4,2.257,1232.0,543.06,5300.0,0.66,4.66,0.0,Kepler
,0.566798364,0.66,38.6,3.172,2272.0,6280.34,5864.0,1.04,4.411,0.0,Kepler
,3.22452656,24.48,57.5,5.156,4883.0,134353.84,3857.0,34.674,1.338,0.0,Kepler
,1.89127438,2.03,32.3,4.491,3342.0,29488.85,7919.0,3.46,3.663,0.0,Kepler
,1.33256944,0.46,20.6,3.89,1624.0,1636.72,5655.0,0.998,4.431,0.0,Kepler
Kepler-437 b,66.6504521,1.56,536.9,5.744,308.0,2.14,4550.0,0.679,4.627,2.0,Kepler
,55.7002642,1.18,332.7,4.285,309.0,2.14,4267.0,0.67,4.608,0.0,Kepler
Kepler-1468 c,3.54553077,1.62,119.2,4.143,1448.0,1039.47,5794.0,1.496,4.118,2.0,Kepler
,85.0624157,21.26,41901.0,4.6964,355.0,3.74,5223.0,0.875,4.52,1.0,Kepler
,10.882416555,29.69,16630.0,5.4674,632.0,37.81,4946.0,0.715,4.57,0.0,Kepler
,25.19830439,46.14,73834.0,5.1942,604.0,31.54,5955.0,0.883,4.534,0.0,Kepler
,14.3196417,2.06,215.5,3.781,850.0,123.37,5562.0,1.373,4.151,1.0,Kepler
,0.50727675,1.7,214.7,2.32,2449.0,8524.12,5970.0,1.143,4.399,0.0,Kepler
,5.2736268,0.89,86.1,5.291,1014.0,249.68,5851.0,0.918,4.515,1.0,Kepler
,24.5041103,1.03,119.5,6.065,574.0,25.59,5250.0,0.962,4.404,1.0,Kepler
,1.316398648,1.09,182.5,1.169,1374.0,842.93,5088.0,0.806,4.508,0.0,Kepler
,419.4596,2.1,131.8,13.53,303.0,2.0,5248.0,1.869,3.886,0.0,Kepler
,9.97202023,1.26,329.7,1.425,627.0,36.53,4810.0,0.696,4.584,1.0,Kepler
,14.2005007,13.28,80.6,5.232,843.0,119.41,6332.0,1.065,4.406,0.0,Kepler
,1.318347743,1.23,113.2,0.871,1861.0,2827.4,6143.0,1.121,4.351,0.0,Kepler
,5.5834987,1.41,87.4,2.484,1317.0,711.41,6517.0,1.375,4.241,0.0,Kepler
,1.12401084,0.61,43.6,3.052,1719.0,2058.79,5941.0,0.911,4.519,0.0,Kepler
,1.21374652,0.59,28.9,3.371,1880.0,2945.61,6238.0,1.049,4.407,0.0,Kepler
Kepler-271 d,5.24970432,0.67,61.9,2.746,954.0,195.3,5528.0,0.853,4.499,2.0,Kepler
,45.4333769,2.23,905.8,6.351,315.0,2.34,4371.0,0.559,4.712,0.0,Kepler
,40.3511707,1.88,533.5,3.97,479.0,12.46,5665.0,0.82,4.568,1.0,Kepler
,72.9332762,2.45,770.4,3.829,389.0,5.44,5316.0,0.902,4.47,1.0,Kepler
Kepler-1447 b,56.6746666,4.01,883.1,5.516,522.0,17.59,5541.0,1.295,4.189,2.0,Kepler
,63.9005941,25.91,17097.0,8.2789,353.0,3.68,5204.0,0.634,4.63,0.0,Kepler
,12.6878176,2.16,293.0,4.262,851.0,123.89,6258.0,1.046,4.442,1.0,Kepler
,483.36405,1.27,285.4,15.61,202.0,0.39,5700.0,0.718,4.626,1.0,Kepler
Kepler-1470 b,16.2951259,1.15,197.9,3.678,574.0,25.59,4915.0,0.812,4.512,2.0,Kepler
,18.173045009,24.39,69911.0,10.9113,650.0,42.19,5799.0,0.86,4.548,0.0,Kepler
,14.12678065,31.13,7647.4,5.9303,670.0,47.56,5656.0,0.784,4.583,0.0,Kepler
,358.56462,0.99,170.2,11.64,219.0,0.55,5375.0,0.752,4.531,0.0,Kepler
,12.0729757,1.69,99.5,3.783,969.0,208.13,5436.0,1.707,3.993,1.0,Kepler
,1.337561836,1.11,41.0,1.575,2322.0,6870.94,6406.0,1.715,4.056,0.0,Kepler
,2.23755641,0.93,101.1,2.089,1397.0,897.8,6026.0,0.924,4.505,0.0,Kepler
,82.401274,2.21,430.7,6.48,421.0,7.42,5886.0,1.0,4.472,1.0,Kepler
,11.91256675,2.61,123.1,6.126,1242.0,562.27,6337.0,2.335,3.893,1.0,Kepler
,4.08197713,0.6,26.2,2.943,1372.0,836.88,6538.0,1.156,4.339,1.0,Kepler
,1.035268597,1.34,112.2,0.5663,2136.0,4922.79,6332.0,1.205,4.311,0.0,Kepler
,359.3259,3.6,246.2,9.836,410.0,6.69,6570.0,2.27,3.902,0.0,Kepler
,0.566805268,0.65,35.7,3.721,2492.0,9052.02,6403.0,1.086,4.418,0.0,Kepler
,0.912179022,0.65,144.6,1.332,1025.0,260.05,3880.0,0.555,4.722,1.0,Kepler
Kepler-1448 b,12.27057043,1.67,295.5,3.002,811.0,102.25,6075.0,0.969,4.486,2.0,Kepler
Kepler-1449 b,13.2274753,1.94,229.8,6.356,867.0,133.34,6269.0,1.155,4.405,2.0,Kepler
,76.87935893,7.71,21272.0,2.3819,202.0,0.4,3638.0,0.436,4.828,1.0,Kepler
,0.559517155,1.04,57.9,0.596,2762.0,13839.66,6462.0,1.309,4.266,0.0,Kepler
,13.0151826,1.36,331.6,3.613,556.0,22.6,4794.0,0.643,4.622,1.0,Kepler
,29.47316279,48.98,12568.0,6.4327,565.0,24.07,5838.0,0.897,4.529,0.0,Kepler
,0.580725004,0.85,105.2,2.071,1939.0,3355.68,5471.0,0.841,4.53,0.0,Kepler
,1.94468659,69.59,455.5,18.22,3334.0,29219.04,7894.0,3.521,3.644,0.0,Kepler
Kepler-1968 b,7.28116667,1.4,333.8,2.716,744.0,72.16,5008.0,0.788,4.572,2.0,Kepler
,383.10017,2.18,579.4,8.8,248.0,0.9,6011.0,0.902,4.522,0.0,Kepler
,2.87998334,0.85,116.5,1.658,1024.0,260.79,4951.0,0.806,4.523,1.0,Kepler
,0.605556082,0.86,101.7,1.2399,2120.0,4796.94,6123.0,0.846,4.556,0.0,Kepler
Kepler-1623 b,4.36125889,1.2,189.2,2.174,1000.0,236.01,5520.0,0.873,4.544,2.0,Kepler
,21.08678557,2.08,499.6,0.978,651.0,42.44,6084.0,0.863,4.542,1.0,Kepler
,1.19087362,0.73,67.5,1.785,1489.0,1165.78,5158.0,0.888,4.464,0.0,Kepler
,1.06484622,0.72,42.4,3.287,2034.0,4059.63,6445.0,1.087,4.417,0.0,Kepler
,0.969824139,0.49,23.1,0.783,1839.0,2709.67,5780.0,1.0,4.438,0.0,Kepler
,190.60563,1.6,153.6,14.33,386.0,5.25,6200.0,1.287,4.214,0.0,Kepler
,5.19206571,0.99,66.6,3.716,1170.0,442.55,6322.0,1.075,4.426,1.0,Kepler
,449.01499,1.04,94.2,12.58,258.0,1.04,6031.0,1.068,4.368,1.0,Kepler
,8.480305,1.33,304.2,6.19,661.0,45.21,4895.0,0.696,4.631,0.0,Kepler
,410.11676,1.41,216.9,13.97,242.0,0.81,5587.0,0.965,4.372,0.0,Kepler
Kepler-1450 b,54.5091549,1.94,622.2,5.125,308.0,2.13,4406.0,0.603,4.67,2.0,Kepler
,17.4532945,0.76,79.3,4.027,639.0,39.42,5528.0,0.853,4.499,1.0,Kepler
Kepler-1913 b,14.1959621,1.66,196.2,3.605,818.0,105.7,6214.0,1.076,4.442,2.0,Kepler
,11.52482874,22.56,577.6,1.724,756.0,77.15,5592.0,0.892,4.472,0.0,Kepler
,46.84008579,428.62,6287.9,3.8198,552.0,22.0,6006.0,1.055,4.33,0.0,Kepler
,6.70242786,1.82,65.3,1.221,1367.0,827.56,5466.0,2.224,3.735,1.0,Kepler
,0.992798625,29.26,582.5,3.5065,1967.0,3519.47,6055.0,1.098,4.407,0.0,Kepler
,7.79534033,1.07,102.1,3.406,985.0,222.52,6156.0,1.05,4.443,1.0,Kepler
,186.72243,1.84,326.4,13.35,329.0,2.77,6040.0,0.999,4.469,0.0,Kepler
,118.4039,3.46,426.0,5.593,517.0,16.83,6486.0,1.64,4.091,0.0,Kepler
,182.281992,1.67,509.3,8.828,280.0,1.46,5503.0,0.742,4.536,0.0,Kepler
,2.40174996,0.65,254.4,1.413,621.0,35.1,3606.0,0.399,4.855,1.0,Kepler
,10.0102876,0.69,127.1,5.33,522.0,17.56,4214.0,0.601,4.65,0.0,Kepler
,115.238544,3.17,516.7,7.653,372.0,4.52,5589.0,1.037,4.384,1.0,Kepler
,21.7434141,2.23,154.8,8.143,799.0,96.15,5767.0,1.497,4.082,1.0,Kepler
,1.366964704,0.79,59.7,2.3181,1640.0,1705.64,5780.0,1.0,4.438,0.0,Kepler
,0.77957913,0.71,70.4,2.457,1819.0,2585.39,5699.0,0.853,4.553,0.0,Kepler
,0.544561598,44.9,35.2,1.6053,11804.0,4601339.96,3715.0,80.529,0.851,0.0,Kepler
,5.6795377,1.16,52.0,3.757,1420.0,961.1,6514.0,1.585,4.09,1.0,Kepler
,17.4453133,5.38,327.7,5.14,1066.0,305.55,4927.0,3.04,3.417,0.0,Kepler
,2.9788702,,,9.3,,,,,,0.0,Kepler
,1.97515457,0.92,66.1,2.633,1504.0,1207.0,5571.0,1.145,4.31,0.0,Kepler
,9.33955596,2.67,245.1,2.058,882.0,143.02,5516.0,1.101,4.308,1.0,Kepler
,21.993112,23.21,1015.7,8.616,523.0,17.75,5205.0,0.747,4.604,0.0,Kepler
Kepler-1986 b,19.5489666,1.89,523.8,1.78,579.0,26.62,5549.0,0.732,4.6,2.0,Kepler
,7.41834569,1.12,234.0,2.462,800.0,96.9,5549.0,0.732,4.6,1.0,Kepler
,27.6853358,3.11,1660.7,4.661,461.0,10.67,5216.0,0.639,4.673,0.0,Kepler
Kepler-1451 b,35.6225528,2.24,651.1,4.845,523.0,17.67,5799.0,0.878,4.539,2.0,Kepler
,7.1403113,1.18,112.1,5.891,1036.0,272.78,6354.0,1.016,4.454,0.0,Kepler
,2.69487041,0.97,62.1,2.553,1440.0,1020.03,5823.0,1.187,4.283,0.0,Kepler
Kepler-442 b,112.303136,1.3,502.1,5.869,241.0,0.79,4401.0,0.595,4.677,2.0,Kepler
,92.461135,2.86,122.4,14.344,564.0,23.91,5132.0,2.648,3.675,1.0,Kepler
,49.5387264,20.52,740.6,2.238,436.0,8.52,5683.0,0.747,4.605,0.0,Kepler
,3.39155966,0.49,28.4,3.87,1183.0,462.47,5896.0,0.914,4.516,0.0,Kepler
,9.2294726,0.82,199.3,2.446,601.0,30.83,4781.0,0.596,4.679,1.0,Kepler
,1.33254897,32.84,591.7,3.083,4664.0,111977.04,4894.0,13.777,2.445,0.0,Kepler
,18.3721835,1.12,152.5,3.738,657.0,43.96,5937.0,0.83,4.558,1.0,Kepler
,18.2260472,1.85,361.1,3.664,648.0,41.67,5440.0,0.98,4.444,0.0,Kepler
,0.630539713,21.07,239.6,1.7407,1936.0,3333.18,5458.0,0.894,4.482,0.0,Kepler
,17.99562529,28.98,1068.0,0.871,701.0,57.21,5999.0,0.959,4.494,1.0,Kepler
,1.018347376,1.92,47.8,4.386,2832.0,15153.38,5858.0,2.638,3.729,0.0,Kepler
,0.659299289,30.54,1118.5,0.6908,1979.0,3623.47,5791.0,0.852,4.524,0.0,Kepler
,101.97435125,,,2.34,,,,,,0.0,Kepler
,63.095068,11.67,496.8,9.485,573.0,25.4,6622.0,1.325,4.331,1.0,Kepler
,4.45540935,,,4.14,,,,,,0.0,Kepler
,37.32483952,30.32,4989.2,6.9676,461.0,10.67,5306.0,0.79,4.55,0.0,Kepler
,25.951984,36.8,2340.2,20.585,626.0,36.39,5889.0,1.046,4.46,0.0,Kepler
,21.7203362,0.8,87.8,4.252,594.0,29.45,5528.0,0.853,4.499,1.0,Kepler
Kepler-1452 b,42.9136635,3.19,160.6,5.227,810.0,101.56,6049.0,2.483,3.8,2.0,Kepler
,88.1804682,2.78,1138.6,5.033,359.0,3.94,5497.0,0.839,4.57,0.0,Kepler
Kepler-443 b,177.668663,2.32,901.4,9.298,233.0,0.7,4721.0,0.701,4.615,2.0,Kepler
,0.98041685,0.75,105.7,0.919,1388.0,880.5,4861.0,0.722,4.572,0.0,Kepler
Kepler-1621 b,92.263742,2.22,296.9,8.605,469.0,11.42,6084.0,1.283,4.287,2.0,Kepler
Kepler-1969 b,6.64754478,1.72,289.3,1.961,999.0,235.89,6046.0,1.007,4.478,2.0,Kepler
,1.23517588,1.59,232.9,5.476,1697.0,1955.7,5780.0,1.0,4.438,0.0,Kepler
,1.97650073,0.97,112.5,1.788,1394.0,892.9,5792.0,0.923,4.514,1.0,Kepler
,3.79892774,1.46,47.0,4.112,1869.0,2888.6,6831.0,2.106,3.971,1.0,Kepler
,0.416995408,0.84,112.6,0.8928,2433.0,8299.79,6150.0,0.781,4.498,0.0,Kepler
,14.7401061,1.48,238.0,5.637,750.0,74.65,5999.0,0.959,4.494,1.0,Kepler
,256.52387,1.33,126.1,9.07,338.0,3.1,6348.0,1.18,4.323,0.0,Kepler
,3.0001191,0.73,7.7,6.61,2566.0,10247.93,8431.0,2.485,3.97,0.0,Kepler
Kepler-1442 b,81.4160138,4.63,762.3,14.175,522.0,17.53,6352.0,1.401,4.267,2.0,Kepler
,4.7309013,1.39,228.5,2.889,1065.0,303.67,5941.0,0.911,4.519,1.0,Kepler
,21.3761817,1.08,104.0,8.543,717.0,62.37,5984.0,1.052,4.322,1.0,Kepler
,6.58753699,1.51,232.1,2.043,992.0,228.36,6014.0,0.993,4.486,1.0,Kepler
,8.5900471,0.8,137.0,3.463,677.0,49.76,4914.0,0.707,4.575,0.0,Kepler
,357.82544,1.7,152.5,9.12,306.0,2.08,6131.0,1.312,4.248,0.0,Kepler
Kepler-1914 b,30.8278245,2.42,641.3,4.214,585.0,27.66,5982.0,0.96,4.493,2.0,Kepler
Kepler-1453 b,47.1607932,2.58,723.2,4.003,503.0,15.07,5936.0,0.965,4.501,2.0,Kepler
Kepler-1455 b,49.2768448,1.75,1132.9,3.787,271.0,1.28,3899.0,0.529,4.713,2.0,Kepler
Kepler-438 b,35.2330694,0.97,352.8,3.674,288.0,1.62,3749.0,0.524,4.743,2.0,Kepler
,45.3965379,1.97,1001.6,3.826,326.0,2.66,4266.0,0.643,4.626,0.0,Kepler
,508.807642,39.59,2127.0,4.495,595.0,29.54,4893.0,8.811,2.454,0.0,Kepler
,36.721576,1.93,538.2,7.758,498.0,14.51,5662.0,0.84,4.56,1.0,Kepler
,362.69427,3.54,439.9,9.7,315.0,2.32,5288.0,1.719,3.898,0.0,Kepler
,370.35639,2.82,732.2,12.75,268.0,1.21,6117.0,1.025,4.457,0.0,Kepler
,96.81647,3.19,164.7,10.227,655.0,43.39,6404.0,2.467,3.793,1.0,Kepler
,0.729724346,0.51,23.0,2.699,2151.0,5081.58,6084.0,1.03,4.426,0.0,Kepler
,3.51413723,0.69,32.7,3.919,1267.0,609.04,6201.0,0.989,4.472,1.0,Kepler
,4.96504981,1.51,50.7,2.212,1403.0,917.99,5339.0,2.011,3.823,1.0,Kepler
,0.821472455,0.92,127.1,2.433,1559.0,1395.92,4889.0,0.836,4.503,0.0,Kepler
,1.29019586,0.78,86.5,3.741,1530.0,1293.44,5693.0,0.842,4.558,0.0,Kepler
,1.141148847,1.67,73.1,1.629,2248.0,6008.73,5438.0,1.989,3.916,1.0,Kepler
,12.460565,1.1,143.9,3.903,726.0,65.72,5435.0,0.933,4.453,1.0,Kepler
,19.5945772,1.18,129.3,6.77,724.0,64.98,6118.0,1.023,4.416,1.0,Kepler
,8.48032079,0.95,170.7,5.791,759.0,78.45,5415.0,0.728,4.556,0.0,Kepler
,409.87844,2.72,647.1,10.58,264.0,1.15,6167.0,1.064,4.444,1.0,Kepler
,227.6258,1.79,131.0,9.47,394.0,5.7,6240.0,1.549,4.103,0.0,Kepler
Kepler-1456 b,18.1373788,1.41,310.8,3.844,433.0,8.31,4257.0,0.602,4.648,2.0,Kepler
Kepler-1457 b,51.1104797,1.6,330.0,7.712,478.0,12.38,5968.0,0.881,4.534,2.0,Kepler
Kepler-1458 b,47.9869119,3.35,859.3,5.342,493.0,14.01,5641.0,0.981,4.408,2.0,Kepler
,359.047933,7.76,5622.7,16.637,260.0,1.08,5609.0,1.048,4.346,0.0,Kepler
,29.8042694,24.73,1046.5,3.107,505.0,15.34,5223.0,0.827,4.488,0.0,Kepler
,7.08757462,1.28,187.0,3.342,955.0,197.02,6060.0,0.925,4.509,1.0,Kepler
,3.74318005,1.75,237.5,1.111,999.0,235.28,5207.0,0.851,4.516,1.0,Kepler
,5.4169303,8.17,109.5,7.512,1173.0,447.24,6355.0,1.108,4.41,1.0,Kepler
,1.003049079,42.5,219270.0,7.9657,1714.0,2049.63,5775.0,0.844,4.518,0.0,Kepler
,0.933157032,7.29,87.8,2.614,2202.0,5565.35,6499.0,1.169,4.378,0.0,Kepler
,37.1083458,1.71,366.5,4.112,492.0,13.84,5591.0,0.86,4.559,0.0,Kepler
,31.1920226,1.65,447.8,2.849,521.0,17.43,5675.0,0.777,4.554,1.0,Kepler
,1.02104719,13.68,246.1,6.39,2129.0,4852.49,6444.0,1.2,4.376,0.0,Kepler
,7.630545,2.26,364.9,3.63,1087.0,330.02,6407.0,1.179,4.358,1.0,Kepler
,12.083457,2.09,312.5,3.536,932.0,178.53,6422.0,1.175,4.364,0.0,Kepler
,401.5907,1.01,115.0,14.77,256.0,1.02,6170.0,0.939,4.482,0.0,Kepler
,6.6716723,1.27,154.4,2.693,1024.0,259.72,6086.0,1.021,4.435,1.0,Kepler
,53.912783631,4.25,216.7,44.0504,697.0,55.85,6085.0,2.02,3.917,0.0,Kepler
,1.23142395,0.77,19.6,2.186,2317.0,6786.33,6011.0,1.73,3.971,0.0,Kepler
,409.38645,1.78,531.5,13.78,197.0,0.35,4955.0,0.799,4.517,1.0,Kepler
,386.828262,6.54,1024.9,5.045,340.0,3.15,6384.0,1.615,4.107,0.0,Kepler
,15.8733803,8.15,4094.1,7.4672,830.0,111.99,6161.0,1.054,4.276,0.0,Kepler
,42.3991752,3.23,484.0,7.251,580.0,26.75,6133.0,1.121,4.37,0.0,Kepler
,25.95198823,39.94,5103.3,14.602,680.0,50.51,6363.0,1.035,4.444,0.0,Kepler
,25.9522401,42.91,2896.9,20.813,572.0,25.35,5659.0,0.904,4.528,0.0,Kepler
,14.12809896,1.6,263.1,2.326,781.0,87.8,6072.0,0.988,4.47,0.0,Kepler
,17.7662938,1.54,181.1,3.079,670.0,47.74,5724.0,0.946,4.495,1.0,Kepler
,13.6917833,1.12,145.4,4.198,770.0,83.37,5906.0,0.931,4.433,0.0,Kepler
,25.95633,9.75,158.2,26.34,618.0,34.42,6139.0,0.881,4.53,0.0,Kepler
,11.56722589,1.29,373.7,2.507,568.0,24.64,4597.0,0.691,4.59,1.0,Kepler
,0.572937573,1.57,80.8,2.576,3271.0,27058.33,7338.0,1.593,4.225,0.0,Kepler
,631.56889,3.13,789.0,14.37,237.0,0.75,6382.0,1.059,4.432,1.0,Kepler
,14.15849823,90.09,347.3,46.356,1910.0,3145.0,8753.0,3.746,3.668,0.0,Kepler
,207.471349,1.57,229.2,7.469,316.0,2.37,5731.0,1.033,4.359,0.0,Kepler
,12.3748247,81.01,390.9,90.01,1253.0,583.24,5165.0,3.598,3.491,0.0,Kepler
,4.31724247,1.01,59.0,4.126,1332.0,743.6,5992.0,1.31,4.195,1.0,Kepler
,3.74099144,1.85,34.3,5.428,1733.0,2129.07,5110.0,3.231,3.611,1.0,Kepler
,302.779824,1.31,270.9,16.847,246.0,0.87,5734.0,0.797,4.572,1.0,Kepler
,14.541781166,2722.92,143640.0,9.1151,834.0,114.56,5997.0,1.148,4.304,0.0,Kepler
,12.4261177,3.8,1230.4,28.5357,724.0,64.95,5713.0,0.851,4.554,0.0,Kepler
Kepler-1703 b,21.1876185,0.79,71.7,3.69,676.0,49.23,6355.0,0.849,4.547,2.0,Kepler
,12.42560404,2.52,458.9,23.9402,733.0,68.44,5713.0,0.893,4.541,0.0,Kepler
,30.9604688,89.18,460.9,14.992,1064.0,303.13,5367.0,3.558,3.216,0.0,Kepler
,1.041619932,30.94,1840.5,8.1218,1858.0,2828.16,5838.0,0.991,4.374,0.0,Kepler
,2.544594443,109.72,348780.0,3.21373,1608.0,1582.68,5503.0,1.616,4.033,0.0,Kepler
,56.40651043,21.93,102290.0,18.4332,358.0,3.87,5011.0,0.647,4.617,0.0,Kepler
,7.964400574,61.54,190900.0,4.4761,633.0,38.09,4478.0,0.715,4.578,0.0,Kepler
,6.399101307,51.77,83326.0,4.7439,1042.0,279.38,6233.0,0.988,4.472,0.0,Kepler
