planet_name,transit_depth,transit_duration,eq_temperature,insolation_flux,planet_radius,stellar_temp,stellar_gravity,disposition
Kepler-1332 b,220.7,1.9797,728.0,66.33,1.32,5523.0,4.506,2.0
Kepler-1333 b,899.7,6.568,428.0,7.95,4.85,5332.0,4.083,2.0
Kepler-1334 b,572.1,3.959,710.0,60.08,2.18,5896.0,4.518,2.0
Kepler-1358 b,207.2,2.411,827.0,110.22,1.21,5305.0,4.489,2.0
Kepler-1381 b,594.0,3.576,649.0,42.01,2.44,6137.0,4.471,2.0
Kepler-129 b,203.1,7.2772,910.0,161.97,2.4,5758.0,4.072,2.0
Kepler-1869 b,104.9,3.337,865.0,132.43,1.03,5808.0,4.522,2.0
Kepler-100 c,220.5,6.3856,939.0,183.68,2.26,5788.0,4.122,2.0
Kepler-1314 b,7680.0,1.139,625.0,36.05,5.15,4137.0,4.658,2.0
Kepler-1870 b,432.3,1.0418,1046.0,283.23,2.04,5508.0,4.569,2.0
Kepler-1335 b,378.7,2.39,809.0,101.27,1.55,5032.0,4.511,2.0
Kepler-1336 b,224.7,9.821,793.0,93.34,2.61,5416.0,3.951,2.0
Kepler-1336 c,134.3,2.462,1260.0,596.37,2.17,5416.0,3.951,2.0
Kepler-1359 b,1262.1,5.404,369.0,4.36,2.92,4817.0,4.499,2.0
Kepler-1879 b,150.2,0.9829,987.0,224.63,1.77,5865.0,4.163,2.0
Kepler-127 d,339.8,7.0805,590.0,28.6,2.48,6075.0,4.264,2.0
Kepler-1360 b,360.7,10.604,933.0,178.81,5.92,6443.0,3.74,2.0
Kepler-1382 b,116.4,9.858,959.0,200.1,2.23,6133.0,4.084,2.0
Kepler-1383 b,86.8,6.765,928.0,175.14,1.33,6052.0,4.183,2.0
Kepler-398 b,171.9,2.3239,755.0,77.0,1.0,4498.0,4.661,2.0
Kepler-398 c,150.5,3.3075,536.0,19.47,0.99,4498.0,4.661,2.0
Kepler-398 d,177.1,2.2726,636.0,38.68,1.01,4498.0,4.661,2.0
Kepler-1337 b,860.5,2.987,437.0,8.64,2.47,4583.0,4.606,2.0
Kepler-1338 b,64.8,1.6172,2124.0,4811.82,1.05,5874.0,4.252,2.0
Kepler-1361 b,92.8,2.364,1061.0,299.19,0.89,5213.0,4.434,2.0
Kepler-1362 b,1209.3,5.568,248.0,0.89,2.35,4648.0,4.631,2.0
Kepler-1880 b,691.2,1.3251,606.0,31.73,1.37,4380.0,4.71,2.0
Kepler-1363 b,278.0,2.056,988.0,225.15,1.22,4901.0,4.544,2.0
Kepler-129 c,233.9,10.627,525.0,17.96,2.57,5758.0,4.072,2.0
Kepler-1384 b,468.3,3.736,608.0,32.23,1.8,5011.0,4.484,2.0
Kepler-1315 b,343.3,1.4474,1541.0,1329.99,1.7,4818.0,4.481,2.0
Kepler-1315 c,402.4,1.8455,777.0,86.27,1.83,4818.0,4.481,2.0
Kepler-126 b,106.1,4.7356,1009.0,244.59,1.34,6214.0,4.238,2.0
Kepler-1339 b,58.2,1.6462,1642.0,1715.26,0.74,5779.0,4.44,2.0
Kepler-1689 b,69.1,2.505,879.0,141.04,0.8,5827.0,4.471,2.0
Kepler-1340 b,104.7,1.7542,2174.0,5246.66,1.11,5884.0,4.408,2.0
Kepler-1690 b,868.5,6.965,267.0,1.2,2.56,5422.0,4.481,2.0
Kepler-1364 b,133.5,6.213,1299.0,672.06,2.88,6995.0,3.925,2.0
Kepler-1365 b,70.9,4.432,969.0,208.61,0.92,5727.0,4.328,2.0
Kepler-1365 c,54.3,3.804,1137.0,395.06,0.81,5727.0,4.328,2.0
Kepler-127 c,327.0,7.0445,698.0,55.98,2.5,6075.0,4.264,2.0
Kepler-1366 b,525.1,1.2862,783.0,88.91,1.27,3941.0,4.713,2.0
Kepler-1385 b,40.9,2.977,1423.0,969.05,0.84,5696.0,4.247,2.0
Kepler-1316 b,866.7,14.638,446.0,9.37,3.39,5837.0,4.305,2.0
Kepler-1317 b,378.4,1.2177,1796.0,2473.19,1.49,5223.0,4.593,2.0
Kepler-1874 b,688.5,4.188,356.0,3.79,2.69,4701.0,4.54,2.0
Kepler-507 b,98.4,3.2131,1407.0,926.89,1.36,6007.0,4.232,2.0
Kepler-1341 b,1275.4,7.436,241.0,0.8,2.51,4523.0,4.636,2.0
Kepler-135 b,202.0,4.1628,1209.0,504.79,2.33,6204.0,4.269,2.0
Kepler-135 c,75.2,4.953,975.0,213.39,1.32,6204.0,4.269,2.0
Kepler-516 b,776.2,9.182,1095.0,339.33,7.61,6967.0,3.864,2.0
Kepler-517 b,755.6,6.3336,467.0,11.28,2.78,5638.0,4.359,2.0
Kepler-518 b,597.8,2.1861,839.0,117.11,2.14,5767.0,4.538,2.0
Kepler-537 b,209.7,2.5146,1181.0,460.67,1.41,5703.0,4.498,2.0
Kepler-1408 b,45.4,4.398,1616.0,1611.51,1.12,5888.0,4.061,2.0
Kepler-1410 b,714.3,4.397,244.0,0.84,1.39,3808.0,4.734,2.0
Kepler-1901 b,161.6,1.422,1132.0,389.41,1.16,5696.0,4.519,2.0
Kepler-92 b,425.9,6.0968,975.0,213.84,3.63,5862.0,4.05,2.0
Kepler-99 b,440.4,2.3499,810.0,101.65,1.51,4783.0,4.602,2.0
Kepler-519 b,677.1,2.6054,532.0,18.87,2.14,5313.0,4.571,2.0
Kepler-520 b,204.9,3.7535,711.0,60.37,1.78,6023.0,4.423,2.0
Kepler-101 b,1298.8,3.83661,1445.0,1033.07,5.64,5576.0,4.065,2.0
Kepler-538 b,628.8,6.6923,385.0,5.2,2.16,5559.0,4.502,2.0
Kepler-1656 b,2125.4,2.12791,570.0,24.94,4.52,5733.0,4.442,2.0
Kepler-144 b,112.7,1.9531,1253.0,583.47,1.59,6070.0,4.157,2.0
Kepler-1411 b,875.2,6.058,441.0,8.93,3.11,6161.0,4.454,2.0
Kepler-1412 b,43.9,3.227,1397.0,900.38,0.9,5799.0,4.161,2.0
Kepler-130 b,77.4,3.2893,982.0,220.05,1.02,5903.0,4.304,2.0
Kepler-1902 b,362.7,1.924,601.0,30.84,1.05,3729.0,4.733,2.0
Kepler-1903 b,262.4,6.026,769.0,82.56,1.62,6347.0,4.464,2.0
Kepler-1424 b,120.1,7.433,629.0,37.12,1.74,5812.0,4.329,2.0
Kepler-1905 b,153.1,1.773,1212.0,508.75,1.25,5788.0,4.442,2.0
Kepler-520 c,102.7,3.3447,1107.0,354.82,1.18,6023.0,4.423,2.0
Kepler-1715 b,684.5,6.691,646.0,41.06,3.72,6212.0,4.309,2.0
Kepler-136 b,243.4,2.7207,951.0,193.48,2.06,6156.0,4.284,2.0
Kepler-144 c,114.6,2.369,1046.0,283.38,1.59,6070.0,4.157,2.0
Kepler-145 c,408.9,9.7471,709.0,59.6,3.61,6143.0,4.039,2.0
Kepler-63 b,3977.0,2.8112,791.0,92.39,5.73,5578.0,4.518,2.0
Kepler-145 b,129.8,4.4814,873.0,137.23,2.17,6143.0,4.039,2.0
Kepler-539 b,7841.6,9.108,388.0,5.35,10.02,5819.0,4.334,2.0
Kepler-1893 b,172.8,2.647,1194.0,478.98,1.52,5633.0,4.296,2.0
Kepler-1894 b,185.0,1.821,1231.0,544.05,1.25,5772.0,4.528,2.0
Kepler-431 d,43.2,5.009,851.0,123.89,0.87,6006.0,4.403,2.0
Kepler-431 b,32.7,4.608,1026.0,262.26,0.73,6006.0,4.403,2.0
Kepler-431 c,32.0,4.807,945.0,188.7,0.72,6006.0,4.403,2.0
Kepler-92 c,195.0,8.501,781.0,88.1,2.31,5862.0,4.05,2.0
Kepler-136 c,220.8,3.4108,847.0,121.53,1.94,6156.0,4.284,2.0
Kepler-137 c,567.2,3.0356,568.0,24.66,2.1,5188.0,4.547,2.0
Kepler-137 b,345.5,3.2451,742.0,71.51,1.5,5188.0,4.547,2.0
Kepler-138 c,756.0,2.3188,402.0,6.17,1.42,3846.0,4.738,2.0
Kepler-138 d,598.3,1.7012,338.0,3.1,1.24,3846.0,4.738,2.0
Kepler-101 c,54.6,3.961,1204.0,496.46,1.18,5576.0,4.065,2.0
Kepler-1718 b,663.4,8.8191,345.0,3.33,2.32,5731.0,4.451,2.0
Kepler-540 b,659.1,11.347,355.0,3.77,2.85,5851.0,4.302,2.0
Kepler-1704 b,5060.0,5.9504,223.0,0.58,10.81,5755.0,4.101,2.0
Kepler-9 b,6660.5,4.1281,661.0,45.05,7.74,5779.0,4.491,2.0
Kepler-1894 c,171.5,2.514,1007.0,243.06,1.21,5772.0,4.528,2.0
Kepler-1413 b,518.0,3.594,661.0,45.19,1.84,5382.0,4.571,2.0
Kepler-1414 b,237.4,1.381,1033.0,269.57,1.35,5094.0,4.45,2.0
Kepler-130 d,136.5,2.55,451.0,9.76,1.85,5903.0,4.304,2.0
Kepler-1426 b,206.1,4.796,797.0,95.22,1.73,6140.0,4.455,2.0
Kepler-1427 b,118.5,1.517,1844.0,2730.51,1.08,5866.0,4.473,2.0
Kepler-138 b,137.6,2.0138,443.0,9.07,0.59,3846.0,4.738,2.0
Kepler-1716 b,937.6,3.9885,408.0,6.54,2.03,4894.0,4.637,2.0
Kepler-139 b,547.1,5.0574,752.0,75.61,2.62,5620.0,4.333,2.0
Kepler-139 c,551.4,8.1289,350.0,3.53,2.63,5620.0,4.333,2.0
Kepler-139 d,264.9,1.4228,972.0,210.72,2.11,5620.0,4.333,2.0
Kepler-9 c,6159.1,4.5271,523.0,17.66,7.98,5779.0,4.491,2.0
Kepler-9 d,248.3,1.9313,1517.0,1251.43,1.48,5779.0,4.491,2.0
Kepler-1895 b,311.6,1.341,789.0,91.45,1.36,5076.0,4.598,2.0
Kepler-1906 b,429.3,1.3287,901.0,155.72,1.86,5868.0,4.53,2.0
Kepler-1428 b,151.0,4.594,1049.0,285.79,1.79,6460.0,4.267,2.0
Kepler-1429 b,134.9,2.752,1199.0,488.22,1.23,6217.0,4.437,2.0
Kepler-92 d,130.2,10.954,637.0,38.86,1.91,5862.0,4.05,2.0
Kepler-521 b,463.2,7.3327,803.0,98.36,3.02,6336.0,4.266,2.0
Kepler-522 b,1388.2,12.391,761.0,79.08,8.56,6273.0,4.04,2.0
Kepler-406 b,185.4,2.6624,1302.0,679.12,1.41,5678.0,4.484,2.0
Kepler-147 c,275.8,8.605,689.0,53.18,2.98,6007.0,4.178,2.0
Kepler-147 b,76.5,6.372,953.0,194.9,1.33,6007.0,4.178,2.0
Kepler-1415 b,217.9,0.947,1846.0,2754.93,1.31,5343.0,4.538,2.0
Kepler-1430 b,276.8,1.861,969.0,208.54,1.03,4811.0,4.626,2.0
Kepler-1431 b,183.0,3.985,1064.0,302.77,1.45,6020.0,4.427,2.0
Kepler-1432 b,294.0,4.996,709.0,59.76,1.91,6338.0,4.418,2.0
Kepler-406 c,62.0,3.0189,1050.0,287.25,0.77,5678.0,4.484,2.0
Kepler-523 b,553.3,2.062,884.0,144.5,1.92,5423.0,4.542,2.0
Kepler-541 b,222.8,5.207,1673.0,1851.94,3.95,6049.0,3.769,2.0
Kepler-542 b,300.8,3.6399,698.0,56.15,1.59,5411.0,4.477,2.0
Kepler-131 b,415.8,2.8943,718.0,62.74,2.13,5680.0,4.414,2.0
Kepler-1416 b,52.0,3.43,1870.0,2880.38,1.44,5635.0,4.117,2.0
Kepler-1417 b,101.8,7.225,695.0,55.07,1.01,5952.0,4.41,2.0
Kepler-1433 b,156.2,2.377,1226.0,535.42,1.43,5886.0,4.345,2.0
Kepler-1434 b,38.3,5.382,1320.0,717.7,1.28,6231.0,3.976,2.0
Kepler-140 b,159.9,2.9903,1301.0,675.56,1.38,5945.0,4.402,2.0
Kepler-140 c,210.0,8.707,428.0,7.93,1.57,5945.0,4.402,2.0
Kepler-146 b,959.0,5.1803,639.0,39.46,3.56,5951.0,4.319,2.0
Kepler-146 c,685.7,6.243,473.0,11.86,3.08,5951.0,4.319,2.0
Kepler-543 b,1121.7,3.5791,521.0,17.37,2.46,4538.0,4.607,2.0
Kepler-1719 b,333.7,5.5694,1287.0,649.26,3.26,5687.0,3.973,2.0
Kepler-1896 b,636.1,4.199,536.0,19.5,2.56,6122.0,4.471,2.0
Kepler-1435 b,46.6,3.654,1331.0,740.51,0.9,6256.0,4.269,2.0
Kepler-1436 b,140.8,7.702,1001.0,237.46,2.07,5808.0,4.178,2.0
Kepler-461 b,837.4,2.964,886.0,145.51,2.74,5900.0,4.509,2.0
Kepler-524 b,293.1,5.3503,974.0,212.75,1.85,5973.0,4.386,2.0
Kepler-524 c,59.0,3.486,1574.0,1449.92,0.83,5973.0,4.386,2.0
Kepler-525 b,381.5,6.9329,832.0,113.34,3.64,5548.0,4.038,2.0
Kepler-544 b,314.5,7.081,748.0,74.2,2.09,6156.0,4.331,2.0
Kepler-93 b,273.1,2.9267,1028.0,264.08,1.56,5648.0,4.472,2.0
Kepler-131 c,66.8,4.735,615.0,33.91,0.83,5680.0,4.414,2.0
Kepler-1695 b,151.6,1.746,957.0,198.57,0.97,5595.0,4.581,2.0
Kepler-1418 b,481.4,3.437,419.0,7.27,1.21,4563.0,4.704,2.0
Kepler-1907 c,220.6,2.705,620.0,35.04,2.9,5159.0,4.508,2.0
Kepler-1907 b,121.0,2.062,856.0,127.1,1.05,5159.0,4.508,2.0
Kepler-1437 b,196.9,5.893,770.0,83.14,1.21,5792.0,4.547,2.0
Kepler-526 b,255.9,4.0448,1099.0,344.32,1.91,5914.0,4.396,2.0
Kepler-527 b,377.6,6.283,1157.0,423.65,4.03,6534.0,3.973,2.0
Kepler-450 c,264.3,6.6358,944.0,187.39,2.59,6206.0,4.159,2.0
Kepler-1890 b,40.9,3.588,1328.0,735.25,1.08,6046.0,4.158,2.0
Kepler-1992 b,113.5,3.873,637.0,38.99,0.91,5383.0,4.528,2.0
Kepler-1419 b,685.6,5.723,510.0,15.97,2.45,5911.0,4.519,2.0
Kepler-1420 b,253.7,2.831,806.0,99.83,1.24,5296.0,4.586,2.0
Kepler-1909 b,189.2,1.906,1031.0,266.01,0.93,4935.0,4.589,2.0
Kepler-1910 b,241.5,2.55,645.0,40.88,0.99,4234.0,4.63,2.0
Kepler-1438 b,96.4,1.591,1490.0,1164.84,1.24,5624.0,4.256,2.0
Kepler-528 b,373.2,5.4898,708.0,59.39,2.1,5747.0,4.335,2.0
Kepler-141 c,327.3,3.0688,738.0,70.32,1.5,4908.0,4.567,2.0
Kepler-141 b,77.2,2.361,968.0,207.72,0.73,4908.0,4.567,2.0
Kepler-529 b,271.9,2.4743,1662.0,1808.41,2.1,6078.0,4.29,2.0
Kepler-529 c,281.0,3.846,891.0,149.42,2.55,6078.0,4.29,2.0
Kepler-1398 b,55.8,3.397,1510.0,1228.07,1.02,5758.0,4.168,2.0
Kepler-1398 c,63.8,3.449,1324.0,725.53,1.13,5758.0,4.168,2.0
Kepler-405 c,1010.2,3.45,557.0,22.7,3.02,5815.0,4.54,2.0
Kepler-132 d,177.7,3.516,758.0,77.99,1.93,5931.0,4.322,2.0
Kepler-405 b,559.8,3.498,785.0,89.65,2.06,5815.0,4.54,2.0
Kepler-1439 b,1056.0,2.455,420.0,7.33,1.59,3675.0,4.869,2.0
Kepler-1977 b,504.4,1.813,798.0,95.61,1.66,4805.0,4.633,2.0
Kepler-1440 b,155.5,7.987,597.0,29.97,1.62,5675.0,4.209,2.0
Kepler-414 c,863.3,2.9225,890.0,148.09,2.73,5497.0,4.437,2.0
Kepler-414 b,351.4,2.553,1024.0,260.54,1.74,5497.0,4.437,2.0
Kepler-142 c,497.1,3.3061,1201.0,491.37,2.75,5794.0,4.263,2.0
Kepler-142 b,239.4,2.5273,1597.0,1535.09,1.94,5794.0,4.263,2.0
Kepler-1655 b,332.7,2.5342,863.0,131.55,2.25,6147.0,4.412,2.0
Kepler-1399 b,166.9,1.952,1610.0,1585.07,1.29,6119.0,4.472,2.0
Kepler-1400 b,367.2,3.381,725.0,65.52,1.9,5142.0,4.515,2.0
Kepler-1891 b,227.8,0.853,1017.0,253.28,1.37,5516.0,4.544,2.0
Kepler-1421 b,39.1,4.73,1209.0,505.0,0.91,6296.0,4.21,2.0
Kepler-1983 b,277.8,1.211,807.0,100.13,2.33,5135.0,4.464,2.0
Kepler-1422 b,242.5,6.829,833.0,113.88,1.94,6572.0,4.365,2.0
Kepler-1441 b,172.4,7.029,682.0,51.14,2.51,5430.0,3.923,2.0
Kepler-1714 b,209.7,6.3093,1211.0,508.21,3.04,6150.0,3.96,2.0
Kepler-511 c,492.8,7.8709,742.0,71.75,3.13,5866.0,4.117,2.0
Kepler-511 b,2763.1,16.425,332.0,2.88,7.56,5866.0,4.117,2.0
Kepler-142 d,190.4,7.797,582.0,27.15,1.67,5794.0,4.263,2.0
Kepler-530 b,1132.1,5.77,488.0,13.46,2.87,5607.0,4.536,2.0
Kepler-531 b,1275.7,4.5612,453.0,9.95,2.81,4883.0,4.549,2.0
Kepler-532 b,959.0,2.6811,620.0,34.95,2.62,5103.0,4.584,2.0
Kepler-1892 b,306.6,2.688,822.0,108.04,1.31,5383.0,4.603,2.0
Kepler-1897 b,806.3,3.271,505.0,15.43,2.1,5165.0,4.599,2.0
Kepler-132 c,121.0,3.3629,1069.0,309.12,1.4,5931.0,4.322,2.0
Kepler-133 c,357.6,7.634,663.0,45.68,2.72,5611.0,4.144,2.0
Kepler-133 b,148.0,2.1492,1041.0,277.89,2.04,5611.0,4.144,2.0
Kepler-97 b,217.7,2.253,1328.0,735.48,1.44,5780.0,4.421,2.0
Kepler-533 b,1844.6,4.5941,423.0,7.55,3.27,4687.0,4.627,2.0
Kepler-1664 b,569.6,2.1417,776.0,85.46,2.54,5725.0,4.353,2.0
Kepler-90 h,8322.1,14.404,294.0,1.76,10.89,5970.0,4.317,2.0
Kepler-1401 b,219.9,4.562,808.0,100.91,1.7,6038.0,4.524,2.0
Kepler-410 A b,326.9,4.5112,866.0,132.94,2.43,6407.0,4.268,2.0
Kepler-510 b,298.9,8.087,797.0,95.35,2.45,5671.0,4.094,2.0
Kepler-1402 b,73.6,3.097,1789.0,2422.92,1.6,5282.0,3.913,2.0
Kepler-1423 b,228.7,3.204,741.0,71.16,2.84,5011.0,3.903,2.0
Kepler-512 b,424.5,5.82,652.0,42.68,2.78,5929.0,4.243,2.0
Kepler-134 b,292.5,2.9331,1105.0,351.52,1.94,5923.0,4.377,2.0
Kepler-134 c,116.8,2.0138,892.0,149.4,1.28,5923.0,4.377,2.0
Kepler-513 b,449.2,5.4033,623.0,35.56,2.53,5725.0,4.326,2.0
Kepler-90 g,4159.3,11.9922,342.0,3.22,7.7,5970.0,4.317,2.0
Kepler-90 d,566.4,8.0006,520.0,17.26,2.84,5970.0,4.317,2.0
Kepler-143 c,423.2,5.0119,703.0,57.77,3.25,5857.0,4.204,2.0
Kepler-1717 b,269.7,4.99,780.0,87.69,2.86,6200.0,4.072,2.0
Kepler-1403 b,272.9,3.167,1238.0,554.37,2.03,6415.0,4.374,2.0
Kepler-1404 b,556.7,2.435,596.0,29.83,1.77,5380.0,4.616,2.0
Kepler-1405 b,1113.4,5.782,565.0,24.03,2.82,5858.0,4.553,2.0
Kepler-1898 b,67.5,2.2,1167.0,439.42,0.92,5702.0,4.258,2.0
Kepler-1900 b,122.9,2.969,1356.0,798.35,1.16,6173.0,4.447,2.0
Kepler-132 b,101.9,3.2601,1082.0,324.69,1.22,5931.0,4.322,2.0
Kepler-514 b,134.1,3.0933,1248.0,574.71,2.03,6085.0,4.218,2.0
Kepler-515 b,270.9,2.6403,564.0,23.88,1.5,5250.0,4.541,2.0
Kepler-98 b,296.5,1.9118,1592.0,1517.84,1.88,5533.0,4.337,2.0
Kepler-534 b,523.2,4.3149,721.0,63.95,2.27,5936.0,4.501,2.0
Kepler-534 c,125.1,3.349,933.0,178.68,1.11,5936.0,4.501,2.0
Kepler-535 b,334.5,2.8887,1247.0,570.65,2.37,6045.0,4.276,2.0
Kepler-536 b,1164.7,1.96401,1877.0,2925.17,5.95,5311.0,3.864,2.0
Kepler-1406 b,88.0,2.97,854.0,125.89,1.31,5721.0,4.307,2.0
Kepler-130 c,639.2,5.9291,663.0,45.66,2.98,5903.0,4.304,2.0
Kepler-1407 b,405.7,6.354,826.0,110.19,3.2,5902.0,4.128,2.0
Kepler-279 e,423.0,24.708,552.0,21.96,4.13,6366.0,4.045,2.0
Kepler-176 d,738.9,2.7678,501.0,14.88,2.27,4963.0,4.501,2.0
Kepler-1989 b,1653.9,3.1627,904.0,157.97,4.62,6032.0,4.387,2.0
Kepler-177 c,3184.0,5.278,497.0,14.48,6.77,5768.0,4.434,2.0
Kepler-177 b,714.1,7.495,549.0,21.4,2.68,5768.0,4.434,2.0
Kepler-189 b,275.3,3.377,678.0,49.86,1.5,4963.0,4.501,2.0
Kepler-606 b,643.3,4.1344,683.0,51.53,2.8,6242.0,4.442,2.0
Kepler-607 c,611.2,5.04,473.0,11.85,2.29,5244.0,4.449,2.0
Kepler-548 b,16042.0,2.3061,1017.0,252.22,11.76,5359.0,4.425,2.0
Kepler-39 b,8894.7,5.92691,873.0,137.06,14.43,6266.0,4.101,2.0
Kepler-20 e,84.4,2.9815,927.0,174.3,0.84,5465.0,4.449,2.0
Kepler-567 b,726.0,3.8516,611.0,32.94,2.31,5215.0,4.518,2.0
Kepler-568 b,1795.5,1.4814,429.0,8.04,2.46,3744.0,4.718,2.0
Kepler-569 b,1063.2,5.3278,526.0,18.05,2.97,5515.0,4.453,2.0
Kepler-570 b,739.4,2.1055,1009.0,244.48,2.42,5480.0,4.509,2.0
Kepler-166 b,981.4,2.752,772.0,83.86,2.3,5409.0,4.609,2.0
Kepler-1721 b,1027.7,2.2748,924.0,172.6,2.51,5351.0,4.582,2.0
Kepler-65 c,322.8,4.0185,1246.0,569.5,2.56,6181.0,4.22,2.0
Kepler-586 b,905.5,1.7547,1365.0,821.44,2.89,5703.0,4.498,2.0
Kepler-608 b,1156.4,5.2677,1069.0,308.76,3.89,6026.0,4.366,2.0
Kepler-190 b,332.8,1.8073,1166.0,437.85,1.46,5103.0,4.562,2.0
Kepler-190 c,354.5,1.6011,948.0,190.67,1.63,5103.0,4.562,2.0
Kepler-609 b,760.4,2.7975,932.0,178.27,2.54,5822.0,4.529,2.0
Kepler-610 b,1317.4,2.7374,888.0,147.07,3.21,5713.0,4.541,2.0
Kepler-549 d,1798.0,2.6602,586.0,27.93,4.2,5312.0,4.384,2.0
Kepler-549 b,959.1,5.4154,487.0,13.29,2.98,5312.0,4.384,2.0
Kepler-549 c,770.4,6.822,349.0,3.49,2.68,5312.0,4.384,2.0
Kepler-166 d,465.8,1.7664,1313.0,704.5,1.59,5409.0,4.609,2.0
Kepler-166 c,1072.5,4.7743,468.0,11.36,2.41,5409.0,4.609,2.0
Kepler-571 b,817.4,3.0384,978.0,216.54,2.51,5631.0,4.557,2.0
Kepler-178 b,746.8,3.3603,846.0,121.26,2.88,5386.0,4.322,2.0
Kepler-178 d,951.3,5.6957,392.0,5.55,3.29,5386.0,4.322,2.0
Kepler-178 c,727.3,2.2013,656.0,43.8,2.99,5386.0,4.322,2.0
Kepler-587 b,538.6,2.3494,764.0,80.52,2.08,5749.0,4.547,2.0
Kepler-1649 c,1732.0,1.013,161.0,0.16,0.53,2703.0,5.274,2.0
Kepler-610 c,747.0,8.577,318.0,2.43,2.41,5713.0,4.541,2.0
Kepler-191 d,800.2,2.7004,857.0,127.64,2.69,5105.0,4.469,2.0
Kepler-1709 b,636.1,3.3104,472.0,11.72,2.78,5918.0,4.403,2.0
Kepler-191 c,605.5,3.0049,596.0,29.74,2.47,5105.0,4.469,2.0
Kepler-191 b,300.1,3.432,722.0,64.29,1.93,5105.0,4.469,2.0
Kepler-40 b,3753.8,6.8569,1482.0,1140.56,13.44,6490.0,3.942,2.0
Kepler-550 b,2791.6,4.0077,760.0,78.72,4.17,5246.0,4.501,2.0
Kepler-551 b,1709.0,2.7075,483.0,12.87,2.53,4200.0,4.664,2.0
Kepler-289 e,616.7,4.295,286.0,1.58,2.94,5933.0,4.342,2.0
Kepler-153 b,1096.6,3.1404,621.0,35.13,2.82,5402.0,4.452,2.0
Kepler-20 f,98.1,3.382,628.0,36.82,0.9,5465.0,4.449,2.0
Kepler-572 b,1080.6,3.6688,553.0,22.05,2.22,5211.0,4.643,2.0
Kepler-573 b,748.1,5.1364,646.0,41.24,2.78,5565.0,4.361,2.0
Kepler-574 b,668.2,3.0427,858.0,128.18,2.19,5657.0,4.508,2.0
Kepler-575 b,563.5,3.3427,803.0,98.22,2.03,5684.0,4.493,2.0
Kepler-588 b,658.0,3.0619,1176.0,453.2,2.87,6123.0,4.472,2.0
Kepler-589 b,744.5,4.3808,656.0,43.72,2.95,5372.0,4.434,2.0
Kepler-65 b,99.7,3.1341,1740.0,2162.35,1.42,6181.0,4.22,2.0
Kepler-589 c,129.7,2.484,1098.0,344.61,1.46,5372.0,4.434,2.0
Kepler-179 c,743.2,2.0004,810.0,101.72,2.52,5299.0,4.597,2.0
Kepler-611 b,244.0,3.2005,1513.0,1237.66,2.04,5573.0,4.177,2.0
Kepler-192 b,725.5,3.8428,803.0,98.34,2.76,5475.0,4.43,2.0
Kepler-192 c,582.9,4.9416,623.0,35.69,2.63,5475.0,4.43,2.0
Kepler-192 d,116.9,3.343,926.0,173.79,1.15,5475.0,4.43,2.0
Kepler-612 b,757.4,1.9941,1046.0,283.28,2.33,5617.0,4.574,2.0
Kepler-153 c,821.3,3.9264,458.0,10.44,2.6,5402.0,4.452,2.0
Kepler-552 b,1030.7,2.1446,1103.0,349.4,3.77,6099.0,4.456,2.0
Kepler-553 b,2908.3,2.7734,970.0,209.11,4.48,5234.0,4.542,2.0
Kepler-553 c,13889.0,12.2726,224.0,0.59,10.99,5234.0,4.542,2.0
Kepler-167 b,447.2,2.4455,807.0,99.9,1.41,4799.0,4.631,2.0
Kepler-102 e,941.1,3.7236,546.0,20.98,2.48,4900.0,4.602,2.0
Kepler-167 e,19046.0,16.1784,129.0,0.07,9.27,4799.0,4.631,2.0
Kepler-179 b,428.9,1.9359,1075.0,315.95,1.56,5299.0,4.597,2.0
Kepler-590 b,1146.5,4.5973,1056.0,293.93,3.46,6050.0,4.45,2.0
Kepler-591 b,1183.2,8.358,436.0,8.55,4.71,5460.0,4.263,2.0
Kepler-592 b,467.5,2.554,1367.0,824.92,2.53,5831.0,4.359,2.0
Kepler-593 b,636.0,5.89,706.0,58.63,2.97,6191.0,4.438,2.0
Kepler-613 b,541.4,4.0369,713.0,60.96,2.11,5941.0,4.519,2.0
Kepler-614 b,851.8,3.638,641.0,39.97,2.41,5258.0,4.513,2.0
Kepler-615 b,660.9,2.8431,620.0,34.93,1.92,4646.0,4.539,2.0
Kepler-89 d,5612.8,6.66405,785.0,89.61,9.99,6181.0,4.234,2.0
Kepler-193 b,438.0,3.6949,979.0,216.55,3.04,5876.0,4.151,2.0
Kepler-154 d,1564.3,5.5484,657.0,44.11,4.04,5688.0,4.415,2.0
Kepler-155 b,1007.4,2.4999,562.0,23.5,2.01,3984.0,4.72,2.0
Kepler-10 b,190.4,1.796,1980.0,3630.32,1.43,5676.0,4.347,2.0
Kepler-167 c,417.9,2.8826,678.0,49.89,1.37,4799.0,4.631,2.0
Kepler-167 d,246.4,3.369,473.0,11.82,1.11,4799.0,4.631,2.0
Kepler-576 b,942.0,6.6436,541.0,20.31,2.9,5275.0,4.397,2.0
Kepler-577 b,1130.8,4.0251,314.0,2.3,1.7,3787.0,4.775,2.0
Kepler-594 b,633.0,3.4098,678.0,49.89,2.06,5569.0,4.566,2.0
Kepler-4 b,727.8,3.98235,1515.0,1244.44,4.13,5795.0,4.101,2.0
Kepler-65 d,111.8,4.2386,1117.0,368.36,1.58,6181.0,4.22,2.0
Kepler-180 c,687.4,6.763,540.0,20.05,3.28,5735.0,4.356,2.0
